CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,SEARCH_CONDITION,REF_PK,DELETE_RULE,CORDERBY,CONS_COLS,REF_TABLE,REF_COLUMNS,DATASOURCE
ARINVLINE_FK2,FOREIGN KEY,AR_INVOICE_LINES,None,ARSOLINE_PK,NO ACTION,3,ORDER_LINE_ID,AR_SALESORDER_LINES,ORDER_LINE_ID,ORATECHCANNON
ARPICKLIST_FK2,FOREIGN KEY,AR_SALESORDER_PICKLIST,None,ARSOLINE_PK,CASCADE,3,ORDER_LINE_ID,AR_SALESORDER_LINES,ORDER_LINE_ID,ORATECHCANNON
ARSOSTAT_FK2,FOREIGN KEY,AR_SALESORDER_STATUSES,None,ARSOLINE_PK,CASCADE,3,ORDER_LINE_ID,AR_SALESORDER_LINES,ORDER_LINE_ID,ORATECHCANNON
AR_DELL_FK1,FOREIGN KEY,AR_DELIVERY_LINES,None,AR_DELH_PK,CASCADE,3,DELIVERY_HEADER_ID,AR_DELIVERY_HEADERS,DELIVERY_HEADER_ID,ORATECHCANNON
ARPMNTH_FK1,FOREIGN KEY,AR_PAYMENT_HEADERS,None,AR_SALH_PK,NO ACTION,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
ARSOSTAT_FK1,FOREIGN KEY,AR_SALESORDER_STATUSES,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
ARINVLINE_FK1,FOREIGN KEY,AR_INVOICE_LINES,None,AR_SALH_PK,NO ACTION,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
AR_DELH_FK2,FOREIGN KEY,AR_DELIVERY_HEADERS,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
ARPICKLIST_FK1,FOREIGN KEY,AR_SALESORDER_PICKLIST,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
AR_INVH_FK2,FOREIGN KEY,AR_INVOICE_HEADERS,None,AR_SALH_PK,NO ACTION,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
AR_DELL_FK2,FOREIGN KEY,AR_DELIVERY_LINES,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
ARSALCRGRPM_FK2,FOREIGN KEY,AR_SALCR_GROUP_MEMBERS,None,ARSALCRGRP_PK,CASCADE,3,SALCR_GROUP_ID,AR_SALCR_GROUPS,SALCR_GROUP_ID,ORATECHCANNON
ARSALCRGRPM_FK1,FOREIGN KEY,AR_SALCR_GROUP_MEMBERS,None,ARSALPER_PK,CASCADE,3,SALES_PERSON_ID,AR_SALES_PERSONS,SALES_PERSON_ID,ORATECHCANNON
ARPL_FK1,FOREIGN KEY,AR_CUSTOMER_PRICELISTS,None,ARPLH_PK,CASCADE,3,PRICELIST_HEADER_ID,PR_PRICELIST_HEADERS,PRICELIST_HEADER_ID,ORATECHCANNON
PRPL_FK1,FOREIGN KEY,PR_PRICELIST_LINES,None,ARPLH_PK,CASCADE,3,PRICELIST_HEADER_ID,PR_PRICELIST_HEADERS,PRICELIST_HEADER_ID,ORATECHCANNON
LOCPL_FK1,FOREIGN KEY,INV_LOCATION_PRICELISTS,None,ARPLH_PK,CASCADE,3,PRICELIST_HEADER_ID,PR_PRICELIST_HEADERS,PRICELIST_HEADER_ID,ORATECHCANNON
ISUBLOCSNAP_FK2,FOREIGN KEY,INV_SUBLOC_VAL_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
ISMREVNAP_FK2,FOREIGN KEY,INV_MONHLYREVIEW_VAL_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
ITMSNAP_FK2,FOREIGN KEY,INV_ITEM_SUBLOC_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
PRPL_FK2,FOREIGN KEY,PR_PRICELIST_LINES,None,IPT_PK,CASCADE,3,PRICE_TYPE_ID,INV_PRICE_TYPES,PRICE_TYPE_ID,ORATECHCANNON
ISUBLOCSNAP_FK1,FOREIGN KEY,INV_SUBLOC_VAL_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
ISMREVNAP_FK1,FOREIGN KEY,INV_MONHLYREVIEW_VAL_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
ITMSNAP_FK1,FOREIGN KEY,INV_ITEM_SUBLOC_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
LOCPL_FK2,FOREIGN KEY,INV_LOCATION_PRICELISTS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
PRPL_FK5,FOREIGN KEY,PR_PRICELIST_LINES,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
ITMDIM_FK2,FOREIGN KEY,INV_ITEM_DIMENSIONS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
IIP1_IIM_FK,FOREIGN KEY,INV_ITEM_PRICEHISTORIES,None,IIM_PK,NO ACTION,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
ITMSNAP_FK3,FOREIGN KEY,INV_ITEM_SUBLOC_SNAP,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
ITMDIML_FK3,FOREIGN KEY,INV_ITEM_DIMENSION_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
IPBL_IPBH_FK,FOREIGN KEY,INV_PRICE_BREAK_LINES,None,IPBH_PK,NO ACTION,3,IPBH_PRICE_BREAK_ID,INV_PRICE_BREAK_HEADERS,PRICE_BREAK_ID,ORATECHCANNON
IIP2_IPT_FK,FOREIGN KEY,INV_ITEM_PRICES,None,IPT_PK,NO ACTION,3,IPT_PRICE_TYPE_ID,INV_PRICE_TYPES,PRICE_TYPE_ID,ORATECHCANNON
SIL_SIH_FK,FOREIGN KEY,INV_SIMILAR_ITEM_LINES,None,SIH_PK,NO ACTION,3,SIH_SIMILAR_ITEM_ID,INV_SIMILAR_ITEM_HEADERS,SIMILAR_ITEM_ID,ORATECHCANNON
POGRNL_FK1,FOREIGN KEY,PO_GRN_LINES,None,PGH_PK,CASCADE,3,PGH_GRN_ID,PO_GRN_HEADERS,GRN_ID,ORATECHCANNON
SYSLINECTRL_FK1,FOREIGN KEY,SYS_CONTROL_LINES,None,SYSLINECTRL_PK,CASCADE,3,CONTROL_LINE_ID,SYS_CONTROL_LINES,CONTROL_LINE_ID,ORATECHCANNON
SYSUSERCTRL_FK1,FOREIGN KEY,SYS_USER_CONTROLS,None,SYSLINECTRL_PK,CASCADE,3,CONTROL_LINE_ID,SYS_CONTROL_LINES,CONTROL_LINE_ID,ORATECHCANNON
SYSUIITEMATTR_FK,FOREIGN KEY,SYS_UIITEMATTRS,None,SYSUIITEM_ID_PK,CASCADE,3,ITEM_ID,SYS_UIITEMS,ITEM_ID,ORATECHCANNON
SYSUIITEMS_FK,FOREIGN KEY,SYS_UIITEMS,None,SYSUIREG_ID_PK,CASCADE,3,REGION_ID,SYS_UIREGIONS,REGION_ID,ORATECHCANNON
CBA_CB_FK,FOREIGN KEY,CMN_BANK_ACCOUNTS,None,CB_PK,NO ACTION,3,CB_BANK_ID,CMN_BANKS,BANK_ID,ORATECHCANNON
CBC_CBA_FK,FOREIGN KEY,CMN_BANK_CHEQUES,None,CBA_PK,NO ACTION,3,CBA_BANK_ACCOUNT_ID,CMN_BANK_ACCOUNTS,BANK_ACCOUNT_ID,ORATECHCANNON
CBU_CC_FK,FOREIGN KEY,CMN_BUSINESS_UNITS,None,CC_PK,NO ACTION,3,CC_COMP_ID,CMN_COMPANIES,COMP_ID,ORATECHCANNON
SUP_CMC_FK,FOREIGN KEY,AP_SUPPLIERS,None,CMC_PK,NO ACTION,3,CMC_PC_ID,CMN_CONTAINERS,PC_ID,ORATECHCANNON
CBU_CCO_FK,FOREIGN KEY,CMN_BUSINESS_UNITS,None,CCO_PK,NO ACTION,3,CCO_COUNTRY_CODE,CMN_COUNTRIES,COUNTRY_CODE,ORATECHCANNON
CC_CCO_FK,FOREIGN KEY,CMN_COMPANIES,None,CCO_PK,NO ACTION,3,CCO_COUNTRY_CODE,CMN_COUNTRIES,COUNTRY_CODE,ORATECHCANNON
CMR_CM_FK,FOREIGN KEY,CMN_MENU_RESPONSIBILITIES,None,CM_PK,NO ACTION,3,CM_MENU_ID,CMN_MENUS,MENU_ID,ORATECHCANNON
CF_CML_FK,FOREIGN KEY,CMN_FUNCTIONS,None,CML_PK,NO ACTION,3,CML_MODULE_ID,CMN_MODULES,MODULE_ID,ORATECHCANNON
CRP_CMP_FK,FOREIGN KEY,CMN_REPORT_PARAMETERS,None,CMP_PK,NO ACTION,3,CMP_PARAMETER_ID,CMN_PARAMETERS,PARAMETER_ID,ORATECHCANNON
ACPM_CPM_FK,FOREIGN KEY,AR_CUST_PAYMENT_METHODS,None,CPM_PK,NO ACTION,3,CPM_PMNT_METHOD_ID,CMN_PAYMENT_METHODS,PMNT_METHOD_ID,ORATECHCANNON
CPB_CPT_FK,FOREIGN KEY,CMN_PAYMENTTERM_BREAKUPS,None,CPT_PK,NO ACTION,3,CPT_CPT_ID,CMN_PAYMENT_TERMS,CPT_ID,ORATECHCANNON
CUST_CPT_FK,FOREIGN KEY,AR_CUSTOMERS,None,CPT_PK,NO ACTION,3,CPT_CPT_ID,CMN_PAYMENT_TERMS,CPT_ID,ORATECHCANNON
CTP_CPT_FK,FOREIGN KEY,AR_CUSTOMER_PROFILES,None,CPT_PK,NO ACTION,3,CPT_CPT_ID,CMN_PAYMENT_TERMS,CPT_ID,ORATECHCANNON
CRP_CMRR_FK,FOREIGN KEY,CMN_REPORT_PARAMETERS,None,CMRR_PK,NO ACTION,3,CMRR_REPORT_ID,CMN_REPORTS,REPORT_ID,ORATECHCANNON
CMNRSET_FK1,FOREIGN KEY,CMN_REPORT_SET,None,CMRR_PK,CASCADE,3,PARENT_REPORT_ID,CMN_REPORTS,REPORT_ID,ORATECHCANNON
CUR_CR_FK,FOREIGN KEY,CMN_USER_RESPONSIBILITIES,None,CR_PK,NO ACTION,3,CR_RESP_ID,CMN_RESPONSIBILITIES,RESP_ID,ORATECHCANNON
CMR_CR_FK,FOREIGN KEY,CMN_MENU_RESPONSIBILITIES,None,CR_PK,NO ACTION,3,CR_RESP_ID,CMN_RESPONSIBILITIES,RESP_ID,ORATECHCANNON
SUP_CTC_FK,FOREIGN KEY,AP_SUPPLIERS,None,CTC_PK,NO ACTION,3,CTC_TAX_CODE_ID,CMN_TAX_CODES,TAX_CODE_ID,ORATECHCANNON
CTB_CTC_FK,FOREIGN KEY,CMN_TAX_BREAKUPS,None,CTC_PK,NO ACTION,3,CTC_TAX_CODE_ID,CMN_TAX_CODES,TAX_CODE_ID,ORATECHCANNON
CUST_CTC_FK,FOREIGN KEY,AR_CUSTOMERS,None,CTC_PK,NO ACTION,3,CTC_TAX_CODE_ID,CMN_TAX_CODES,TAX_CODE_ID,ORATECHCANNON
IIP_CUOM_FK,FOREIGN KEY,INV_ITEM_PRICEBREAKS,None,CUOM_PK,NO ACTION,3,CUOM_UOM_ID,CMN_UNIT_OF_MEASUREMENTS,UOM_ID,ORATECHCANNON
CURESP_FK1,FOREIGN KEY,CMN_USER_RESPONSIBILITIES,None,CU_PK,CASCADE,3,CU_USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
CLU_CU_FK,FOREIGN KEY,CMN_LOGGEDIN_USERS,None,CU_PK,NO ACTION,3,CU_USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
AFM_GAC_FK,FOREIGN KEY,AR_FREIGHT_MASTERS,None,GAC_PK,NO ACTION,3,GAC_GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
CTC_GAC_FK,FOREIGN KEY,CMN_TAX_CODES,None,GAC_PK,NO ACTION,3,GAC_GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
CPM_GAC_FK,FOREIGN KEY,CMN_PAYMENT_METHODS,None,GAC_PK,NO ACTION,3,GAC_GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
CBA_GAC_FK,FOREIGN KEY,CMN_BANK_ACCOUNTS,None,GAC_PK,NO ACTION,3,GAC_GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
GSC_GC_FK,FOREIGN KEY,GL_SUB_CATEGORIES,None,GC_PK,NO ACTION,3,GC_GL_CATEGORY_ID,GL_CATEGORIES,GL_CATEGORY_ID,ORATECHCANNON
GAC_GC_FK,FOREIGN KEY,GL_ACCOUNT_CODES,None,GC_PK,NO ACTION,3,GC_GL_CATEGORY_ID,GL_CATEGORIES,GL_CATEGORY_ID,ORATECHCANNON
APPMNTL_FK3,FOREIGN KEY,AP_PAYMENT_LINES,None,SUP_PK,CASCADE,3,SUP_SUPPLIER_ID,AP_SUPPLIERS,SUPPLIER_ID,ORATECHCANNON
IIPH_SUP_FK,FOREIGN KEY,INV_ITEM_PO_HISTORIES,None,SUP_PK,NO ACTION,3,SUP_SUPPLIER_ID,AP_SUPPLIERS,SUPPLIER_ID,ORATECHCANNON
SUP_ASP_FK,FOREIGN KEY,AP_SUPPLIERS,None,ASP_PK,NO ACTION,3,ASP_SUP_PROFILE_ID,AP_SUPPLIER_PROFILES,SUP_PROFILE_ID,ORATECHCANNON
ACPM_CUST_FK,FOREIGN KEY,AR_CUST_PAYMENT_METHODS,None,CUST_PK,NO ACTION,3,CUST_CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
ACSC_CUST_FK,FOREIGN KEY,AR_CUST_STORE_CARDSES,None,CUST_PK,NO ACTION,3,CUST_CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
CUST_CTP_FK,FOREIGN KEY,AR_CUSTOMERS,None,CTP_PK,NO ACTION,3,CTP_CUST_PROFILE_ID,AR_CUSTOMER_PROFILES,CUST_PROFILE_ID,ORATECHCANNON
INVSIMCATL_FK2,FOREIGN KEY,INV_SIMILAR_CATEGORIES,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
INVMCATL_FK2,FOREIGN KEY,INV_ITEM_MULTI_CATEGORIES,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
ARCUSTEXCATL_FK2,FOREIGN KEY,AR_CUST_ITEM_EXLCATEGORIES,None,IIC_PK,CASCADE,3,CATEGORY_ID,INV_ITEM_CATEGORIES,CATEGORY_ID,ORATECHCANNON
TRANITMSNAP_FK3,FOREIGN KEY,INV_ITEMSALPURSUM_SNAP,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVMCATL_FK1,FOREIGN KEY,INV_ITEM_MULTI_CATEGORIES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
CUSTITEM_FK2,FOREIGN KEY,AR_CUST_ITEM_UPLOADS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVSIMCATL_FK3,FOREIGN KEY,INV_SIMILAR_CATEGORIES,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
INVMCATL_FK3,FOREIGN KEY,INV_ITEM_MULTI_CATEGORIES,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
ARCUSTEXCATL_FK3,FOREIGN KEY,AR_CUST_ITEM_EXLCATEGORIES,None,IISC_PK,CASCADE,3,SUB_CATEGORY_ID,INV_ITEM_SUB_CATEGORIES,SUB_CATEGORY_ID,ORATECHCANNON
TRANITMSNAP_FK1,FOREIGN KEY,INV_ITEMSALPURSUM_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
CUSTSNAP_FK1,FOREIGN KEY,AR_CUSTSUM_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
SUPTSNAP_FK1,FOREIGN KEY,AP_SUPSUM_SNAP,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
TRANITMSNAP_FK2,FOREIGN KEY,INV_ITEMSALPURSUM_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
CUSTSNAP_FK2,FOREIGN KEY,AR_CUSTSUM_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
SUPSNAP_FK2,FOREIGN KEY,AP_SUPSUM_SNAP,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
CMNMAILMERGEL_FK1,FOREIGN KEY,CMN_MAILMERGE_LINES,None,CMNMAILMERGEH_PK,CASCADE,3,MERGE_HEADER_ID,CMN_MAILMERGE_HEADERS,MERGE_HEADER_ID,ORATECHCANNON
CMNRSET_FK2,FOREIGN KEY,CMN_REPORT_SET,None,CMRR_PK,CASCADE,3,REPORT_ID,CMN_REPORTS,REPORT_ID,ORATECHCANNON
SUPSNAP_FK3,FOREIGN KEY,AP_SUPSUM_SNAP,None,SUP_PK,CASCADE,3,SUPPLIER_ID,AP_SUPPLIERS,SUPPLIER_ID,ORATECHCANNON
CUSTSNAP_FK3,FOREIGN KEY,AR_CUSTSUM_SNAP,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
ARCUSTEXCATL_FK1,FOREIGN KEY,AR_CUST_ITEM_EXLCATEGORIES,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
CUSTITEM_FK1,FOREIGN KEY,AR_CUST_ITEM_UPLOADS,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
GLTEMPLINE_FK,FOREIGN KEY,GL_TEMPLATE_LINES,None,GLTEMP_PK,CASCADE,3,TEMPLATE_ID,GL_TEMPLATES,TEMPLATE_ID,ORATECHCANNON
INVBOM_TRANS_FK3,FOREIGN KEY,INV_BOM_TRANS,None,IIM_PK,CASCADE,3,PARENT_ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVBOM_TRANS_FK2,FOREIGN KEY,INV_BOM_TRANS,None,IIM_PK,CASCADE,3,LEVEL0_ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVBOM_TRANS_FK1,FOREIGN KEY,INV_BOM_TRANS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
ITEMFR_SUID,FOREIGN KEY,INV_ITEM_FREIGHTS,None,IISU_PK,CASCADE,3,SU_ID,INV_ITEM_SALES_UNITS,SU_ID,ORATECHCANNON
INVBOM_TRANS_FK4,FOREIGN KEY,INV_BOM_TRANS,None,AR_SALH_PK,CASCADE,3,ORDER_HEADER_ID,AR_SALESORDER_HEADERS,ORDER_HEADER_ID,ORATECHCANNON
INVBOM_TRANS_FK5,FOREIGN KEY,INV_BOM_TRANS,None,ARSOLINE_PK,CASCADE,3,ORDER_LINE_ID,AR_SALESORDER_LINES,ORDER_LINE_ID,ORATECHCANNON
INVSLOCASSIGNLINES_FK1,FOREIGN KEY,INV_SLOCASSIGN_LINES,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
INVSUBLOCH_FK1,FOREIGN KEY,INV_SUBLOC_HIERARCHY,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
INVITEMSUBLOCGRP_FK3,FOREIGN KEY,INV_ITEM_SUBLOC_GROUPS,None,IL_PK,CASCADE,3,LOCATION_ID,INV_LOCATIONS,LOCATION_ID,ORATECHCANNON
INVITEMSUBLOCGRP_FK4,FOREIGN KEY,INV_ITEM_SUBLOC_GROUPS,None,ISL_PK,CASCADE,3,SUB_LOCATION_ID,INV_SUB_LOCATIONS,SUB_LOCATION_ID,ORATECHCANNON
GLPMNTLINES_FK3,FOREIGN KEY,GL_PAYMENT_LINES,None,GLPMNTHEADERS_PK,CASCADE,3,PAYMENT_ID,GL_PAYMENT_HEADERS,PAYMENT_ID,ORATECHCANNON
GLCASHINGUPLINES_FK3,FOREIGN KEY,GL_CASHINGUP_LINES,None,GLCASHINGUPHEADERS_PK,CASCADE,3,CASHINGUP_ID,GL_CASHINGUP_HEADERS,CASHINGUP_ID,ORATECHCANNON
INVQKCODELINES_FK3,FOREIGN KEY,INV_QUICKCODE_LINES,None,INVQKCODEHEADERS_PK,CASCADE,3,QUICKCODE_ID,INV_QUICKCODE_HEADERS,QUICKCODE_ID,ORATECHCANNON
INVSLOCASSIGNLINES_FK3,FOREIGN KEY,INV_SLOCASSIGN_LINES,None,INVSLOCASSIGNHEADERS_PK,CASCADE,3,ASSIGNMENT_ID,INV_SLOCASSIGN_HEADERS,ASSIGNMENT_ID,ORATECHCANNON
GLCASHINGUPLINES_FK4,FOREIGN KEY,GL_CASHINGUP_LINES,None,GAC_PK,NO ACTION,3,DIFF_GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
GLCASHINGUPLINES_FK2,FOREIGN KEY,GL_CASHINGUP_LINES,None,GAC_PK,NO ACTION,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
GLPMNTLINES_FK2,FOREIGN KEY,GL_PAYMENT_LINES,None,GAC_PK,CASCADE,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
GLPMNTHEADERS_FK2,FOREIGN KEY,GL_PAYMENT_HEADERS,None,GAC_PK,CASCADE,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
INVITEMSUBLOCGRP_FK1,FOREIGN KEY,INV_ITEM_SUBLOC_GROUPS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
INVQKCODELINES_FK1,FOREIGN KEY,INV_QUICKCODE_LINES,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
GLCASHINGUPHEADERS_FK1,FOREIGN KEY,GL_CASHINGUP_HEADERS,None,CBA_PK,NO ACTION,3,BANK_ACCOUNT_ID,CMN_BANK_ACCOUNTS,BANK_ACCOUNT_ID,ORATECHCANNON
CMNLKUPLINK_FK4,FOREIGN KEY,CMN_LOOKUP_LINKS,None,CLC_PK,CASCADE,3,LOOKUP_TYPE~LOOKUP_CODE~,CMN_LOOKUP_CODES,CLT_LOOKUP_TYPE~LOOKUP_CODE~,ORATECHCANNON
CMNLKUPLINK_FK3,FOREIGN KEY,CMN_LOOKUP_LINKS,None,CLT_PK,CASCADE,3,LOOKUP_TYPE,CMN_LOOKUP_TYPES,LOOKUP_TYPE,ORATECHCANNON
GLCASHINGUPLINES_FK1,FOREIGN KEY,GL_CASHINGUP_LINES,None,CPM_PK,NO ACTION,3,PMNT_METHOD_ID,CMN_PAYMENT_METHODS,PMNT_METHOD_ID,ORATECHCANNON
GLPMNTLINES_FK1,FOREIGN KEY,GL_PAYMENT_LINES,None,CPM_PK,CASCADE,3,PMNT_METHOD_ID,CMN_PAYMENT_METHODS,PMNT_METHOD_ID,ORATECHCANNON
GLPMNTHEADERS_FK1,FOREIGN KEY,GL_PAYMENT_HEADERS,None,CPM_PK,CASCADE,3,PMNT_METHOD_ID,CMN_PAYMENT_METHODS,PMNT_METHOD_ID,ORATECHCANNON
SYSNOTIFL_FK1,FOREIGN KEY,SYS_NOTIFICATION_RECIPIENTS,None,SYSNOTIFH_PK,CASCADE,3,EVENT_ID,SYS_NOTIFICATION_EVENTS,EVENT_ID,ORATECHCANNON
SYSNOTIFL_FK3,FOREIGN KEY,SYS_NOTIFICATION_RECIPIENTS,None,CR_PK,CASCADE,3,RESPONSIBILITY_ID,CMN_RESPONSIBILITIES,RESP_ID,ORATECHCANNON
SYSNOTIFL_FK2,FOREIGN KEY,SYS_NOTIFICATION_RECIPIENTS,None,CU_PK,CASCADE,3,USER_ID,CMN_USERS,USER_ID,ORATECHCANNON
APINVHEAD_FK4,FOREIGN KEY,AP_INVOICE_HEADERS,None,GAC_PK,NO ACTION,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
APINVLINE_FK4,FOREIGN KEY,AP_INVOICE_LINES,None,GAC_PK,NO ACTION,3,GL_ACCOUNT_ID,GL_ACCOUNT_CODES,GL_ACCOUNT_ID,ORATECHCANNON
INVMSEASON_FK1,FOREIGN KEY,INV_ITEM_MULTI_SEASONS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
CUSTBARCODE_FK2,FOREIGN KEY,AR_CUST_BARCODE_UPLOADS,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
CUSTBARCODE_FK3,FOREIGN KEY,AR_CUST_BARCODE_UPLOADS,None,IISU_PK,CASCADE,3,SU_ID,INV_ITEM_SALES_UNITS,SU_ID,ORATECHCANNON
INVMSEASON_FK2,FOREIGN KEY,INV_ITEM_MULTI_SEASONS,None,SEA_PK,CASCADE,3,SEASON_CODE_ID,CMN_SEASONS,SEASON_CODE_ID,ORATECHCANNON
CUSTBARCODE_FK4,FOREIGN KEY,AR_CUST_BARCODE_UPLOADS,None,IIB_PK,CASCADE,3,BARCODE,INV_ITEM_BARCODES,BARCODE,ORATECHCANNON
ARFULFILL_FK3,FOREIGN KEY,AR_ITEM_FULFILLMENT,None,IIM_PK,CASCADE,3,ITEM_ID,INV_ITEM_MASTERS,ITEM_ID,ORATECHCANNON
CUSTBARCODE_FK1,FOREIGN KEY,AR_CUST_BARCODE_UPLOADS,None,CUST_PK,CASCADE,3,CUSTOMER_ID,AR_CUSTOMERS,CUSTOMER_ID,ORATECHCANNON
